ENTREZ_GENE_ID	HUGO_GENE_SYMBOL	GENETIC_ENTITY_ID	TYPE
1074	CFL1P5	892	pseudo
1075	CTSC	893	protein-coding
1080	CFTR	894	protein-coding
1081	CGA	895	protein-coding
1082	CGB3	896	protein-coding
1083	CGF1	897	unknown
1084	CEACAM3	898	protein-coding
1085	CEACAMP5	899	pseudo
1086	CEACAMP11	900	pseudo
1087	CEACAM7	901	protein-coding
1088	CEACAM8	902	protein-coding
1089	CEACAM4	903	protein-coding
1090	CEACAMP1	904	pseudo
1091	CEACAMP2	905	pseudo
1092	CEACAMP3	906	pseudo
1093	CEACAMP4	907	pseudo
1094	CEACAMP6	908	pseudo
1095	CEACAMP7	909	pseudo
1096	CEACAMP8	910	pseudo
1097	CEACAMP9	911	pseudo
1098	CEACAMP10	912	pseudo
1101	CHAD	913	protein-coding
1102	RCBTB2	914	protein-coding
1103	CHAT	915	protein-coding
1104	RCC1	916	protein-coding
1105	CHD1	917	protein-coding
1106	CHD2	918	protein-coding
1107	CHD3	919	protein-coding
1108	CHD4	920	protein-coding
1109	AKR1C4	921	protein-coding
1111	CHEK1	922	protein-coding
1112	FOXN3	923	protein-coding
1113	CHGA	924	protein-coding
1114	CHGB	925	protein-coding
1116	CHI3L1	926	protein-coding
1117	CHI3L2	927	protein-coding
1118	CHIT1	928	protein-coding
1119	CHKA	929	protein-coding
1120	CHKB	930	protein-coding
1121	CHM	931	protein-coding
1122	CHML	932	protein-coding
1123	CHN1	933	protein-coding
1124	CHN2	934	protein-coding
1128	CHRM1	935	protein-coding
1129	CHRM2	936	protein-coding
1130	LYST	937	protein-coding
1131	CHRM3	938	protein-coding
1132	CHRM4	939	protein-coding
1133	CHRM5	940	protein-coding
1134	CHRNA1	941	protein-coding
1135	CHRNA2	942	protein-coding
1136	CHRNA3	943	protein-coding
1137	CHRNA4	944	protein-coding
1138	CHRNA5	945	protein-coding
1139	CHRNA7	946	protein-coding
1140	CHRNB1	947	protein-coding
1141	CHRNB2	948	protein-coding
1142	CHRNB3	949	protein-coding
1143	CHRNB4	950	protein-coding
1144	CHRND	951	protein-coding
1145	CHRNE	952	protein-coding
1146	CHRNG	953	protein-coding
1147	CHUK	954	protein-coding
1149	CIDEA	955	protein-coding
1152	CKB	956	protein-coding
1153	CIRBP	957	protein-coding
1154	CISH	958	protein-coding
1155	TBCB	959	protein-coding
1156	CKBE	960	unknown
1157	CKBP1	961	pseudo
1158	CKM	962	protein-coding
1159	CKMT1B	963	protein-coding
1160	CKMT2	964	protein-coding
1161	ERCC8	965	protein-coding
1163	CKS1B	966	protein-coding
1164	CKS2	967	protein-coding
1167	CLA3	968	unknown
1173	AP2M1	969	protein-coding
1174	AP1S1	970	protein-coding
1175	AP2S1	971	protein-coding
1176	AP3S1	972	protein-coding
1178	CLC	973	protein-coding
1179	CLCA1	974	protein-coding
1180	CLCN1	975	protein-coding
1181	CLCN2	976	protein-coding
1182	CLCN3	977	protein-coding
1183	CLCN4	978	protein-coding
1184	CLCN5	979	protein-coding
1185	CLCN6	980	protein-coding
1186	CLCN7	981	protein-coding
1187	CLCNKA	982	protein-coding
1188	CLCNKB	983	protein-coding
1191	CLU	984	protein-coding
1192	CLIC1	985	protein-coding
1193	CLIC2	986	protein-coding
1195	CLK1	987	protein-coding
1196	CLK2	988	protein-coding
1197	CLK2P1	989	pseudo
1198	CLK3	990	protein-coding
1200	TPP1	991	protein-coding
1201	CLN3	992	protein-coding
1203	CLN5	993	protein-coding
1204	CLNS1AP1	994	pseudo
1207	CLNS1A	995	protein-coding
1208	CLPS	996	protein-coding
1209	CLPTM1	997	protein-coding
1211	CLTA	998	protein-coding
1212	CLTB	999	protein-coding
1213	CLTC	1000	protein-coding
1215	CMA1	1001	protein-coding
1218	CMD1B	1002	unknown
1230	CCR1	1003	protein-coding
1232	CCR3	1004	protein-coding
1233	CCR4	1005	protein-coding
1234	CCR5	1006	protein-coding
1235	CCR6	1007	protein-coding
1236	CCR7	1008	protein-coding
1237	CCR8	1009	protein-coding
1238	ACKR2	1010	protein-coding
1240	CMKLR1	1011	protein-coding
1241	LTB4R	1012	protein-coding
1243	CMM	1013	unknown
1244	ABCC2	1014	protein-coding
1245	CMR1A	1015	unknown
1246	CMR2A	1016	unknown
1247	CMR3A	1017	unknown
1253	CMTX2	1018	unknown
1254	CMTX3	1019	unknown
1255	CNA1	1020	unknown
1257	CNC2	1021	unknown
1258	CNGB1	1022	protein-coding
1259	CNGA1	1023	protein-coding
1260	CNGA2	1024	protein-coding
1261	CNGA3	1025	protein-coding
1262	CNGA4	1026	protein-coding
1263	PLK3	1027	protein-coding
1264	CNN1	1028	protein-coding
1265	CNN2	1029	protein-coding
1266	CNN3	1030	protein-coding
1267	CNP	1031	protein-coding
1268	CNR1	1032	protein-coding
1269	CNR2	1033	protein-coding
1270	CNTF	1034	protein-coding
1271	CNTFR	1035	protein-coding
1272	CNTN1	1036	protein-coding
1275	COD2	1037	unknown
1277	COL1A1	1038	protein-coding
1278	COL1A2	1039	protein-coding
1279	COL1AR	1040	unknown
1280	COL2A1	1041	protein-coding
1281	COL3A1	1042	protein-coding
1282	COL4A1	1043	protein-coding
1283	CTD	1044	unknown
1284	COL4A2	1045	protein-coding
1285	COL4A3	1046	protein-coding
1286	COL4A4	1047	protein-coding
1287	COL4A5	1048	protein-coding
1288	COL4A6	1049	protein-coding
1289	COL5A1	1050	protein-coding
1290	COL5A2	1051	protein-coding
1291	COL6A1	1052	protein-coding
1292	COL6A2	1053	protein-coding
1293	COL6A3	1054	protein-coding
1294	COL7A1	1055	protein-coding
1295	COL8A1	1056	protein-coding
1296	COL8A2	1057	protein-coding
1297	COL9A1	1058	protein-coding
1298	COL9A2	1059	protein-coding
1299	COL9A3	1060	protein-coding
1300	COL10A1	1061	protein-coding
1301	COL11A1	1062	protein-coding
1302	COL11A2	1063	protein-coding
1303	COL12A1	1064	protein-coding
1305	COL13A1	1065	protein-coding
1306	COL15A1	1066	protein-coding
1307	COL16A1	1067	protein-coding
1308	COL17A1	1068	protein-coding
1310	COL19A1	1069	protein-coding
1311	COMP	1070	protein-coding
1312	COMT	1071	protein-coding
1314	COPA	1072	protein-coding
1315	COPB1	1073	protein-coding
1316	KLF6	1074	protein-coding
1317	SLC31A1	1075	protein-coding
1318	SLC31A2	1076	protein-coding
1319	CORD1	1077	unknown
1321	CORD4	1078	unknown
1325	CORT	1079	protein-coding
1326	MAP3K8	1080	protein-coding
1327	COX4I1	1081	protein-coding
1329	COX5B	1082	protein-coding
1330	COX5BP1	1083	pseudo
1331	COX5BP2	1084	pseudo
1332	COX5BP3	1085	pseudo
1333	COX5BP4	1086	pseudo
1336	COX5BP7	1087	pseudo
1337	COX6A1	1088	protein-coding
1338	COX6A1P1	1089	pseudo
1339	COX6A2	1090	protein-coding
1340	COX6B1	1091	protein-coding
1342	COX6B1P2	1092	pseudo
1343	COX6B1P3	1093	pseudo
1345	COX6C	1094	protein-coding
1346	COX7A1	1095	protein-coding
1347	COX7A2	1096	protein-coding
1348	COX7A2P2	1097	pseudo
1349	COX7B	1098	protein-coding
1350	COX7C	1099	protein-coding
1351	COX8A	1100	protein-coding
1352	COX10	1101	protein-coding
1353	COX11	1102	protein-coding
1355	COX15	1103	protein-coding
1356	CP	1104	protein-coding
1357	CPA1	1105	protein-coding
1358	CPA2	1106	protein-coding
1359	CPA3	1107	protein-coding
1360	CPB1	1108	protein-coding
1361	CPB2	1109	protein-coding
1362	CPD	1110	protein-coding
1363	CPE	1111	protein-coding
1364	CLDN4	1112	protein-coding
1365	CLDN3	1113	protein-coding
1366	CLDN7	1114	protein-coding
1368	CPM	1115	protein-coding
1369	CPN1	1116	protein-coding
1370	CPN2	1117	protein-coding
1371	CPOX	1118	protein-coding
1373	CPS1	1119	protein-coding
1374	CPT1A	1120	protein-coding
1375	CPT1B	1121	protein-coding
1376	CPT2	1122	protein-coding
1378	CR1	1123	protein-coding
1379	CR1L	1124	protein-coding
1380	CR2	1125	protein-coding
1381	CRABP1	1126	protein-coding
1382	CRABP2	1127	protein-coding
1384	CRAT	1128	protein-coding
1385	CREB1	1129	protein-coding
1386	ATF2	1130	protein-coding
1387	CREBBP	1131	protein-coding
1388	ATF6B	1132	protein-coding
1389	CREBL2	1133	protein-coding
1390	CREM	1134	protein-coding
1392	CRH	1135	protein-coding
1393	CRHBP	1136	protein-coding
1394	CRHR1	1137	protein-coding
1395	CRHR2	1138	protein-coding
1396	CRIP1	1139	protein-coding
1397	CRIP2	1140	protein-coding
1398	CRK	1141	protein-coding
1399	CRKL	1142	protein-coding
1400	CRMP1	1143	protein-coding
1401	CRP	1144	protein-coding
1404	HAPLN1	1145	protein-coding
1406	CRX	1146	protein-coding
1407	CRY1	1147	protein-coding
1408	CRY2	1148	protein-coding
1409	CRYAA	1149	protein-coding
1410	CRYAB	1150	protein-coding
1411	CRYBA1	1151	protein-coding
1412	CRYBA2	1152	protein-coding
1413	CRYBA4	1153	protein-coding
1414	CRYBB1	1154	protein-coding
1415	CRYBB2	1155	protein-coding
1416	CRYBB2P1	1156	pseudo
1417	CRYBB3	1157	protein-coding
1418	CRYGA	1158	protein-coding
1419	CRYGB	1159	protein-coding
1420	CRYGC	1160	protein-coding
1421	CRYGD	1161	protein-coding
1423	CRYGFP	1162	pseudo
1424	CRYGGP	1163	pseudo
1427	CRYGS	1164	protein-coding
1428	CRYM	1165	protein-coding
1429	CRYZ	1166	protein-coding
1430	CRYZP1	1167	pseudo
1431	CS	1168	protein-coding
1432	MAPK14	1169	protein-coding
1434	CSE1L	1170	protein-coding
1435	CSF1	1171	protein-coding
1436	CSF1R	1172	protein-coding
1437	CSF2	1173	protein-coding
1438	CSF2RA	1174	protein-coding
1439	CSF2RB	1175	protein-coding
1440	CSF3	1176	protein-coding
1441	CSF3R	1177	protein-coding
1442	CSH1	1178	protein-coding
1443	CSH2	1179	protein-coding
1444	CSHL1	1180	protein-coding
1445	CSK	1181	protein-coding
1446	CSN1S1	1182	protein-coding
1447	CSN2	1183	protein-coding
1448	CSN3	1184	protein-coding
1452	CSNK1A1	1185	protein-coding
1453	CSNK1D	1186	protein-coding
1454	CSNK1E	1187	protein-coding
1455	CSNK1G2	1188	protein-coding
1456	CSNK1G3	1189	protein-coding
1457	CSNK2A1	1190	protein-coding
1459	CSNK2A2	1191	protein-coding
1460	CSNK2B	1192	protein-coding
1462	VCAN	1193	protein-coding
1463	NCAN	1194	protein-coding
1464	CSPG4	1195	protein-coding
1465	CSRP1	1196	protein-coding
1466	CSRP2	1197	protein-coding
1467	CSRP2P1	1198	pseudo
1468	SLC25A10	1199	protein-coding
1469	CST1	1200	protein-coding
1470	CST2	1201	protein-coding
1471	CST3	1202	protein-coding
1472	CST4	1203	protein-coding
1473	CST5	1204	protein-coding
1474	CST6	1205	protein-coding
1475	CSTA	1206	protein-coding
1476	CSTB	1207	protein-coding
1477	CSTF1	1208	protein-coding
1478	CSTF2	1209	protein-coding
1479	CSTF3	1210	protein-coding
1480	CSTP1	1211	pseudo
1481	CSTP2	1212	pseudo
1482	NKX2-5	1213	protein-coding
1483	CTAA1	1214	unknown
1484	CTAA2	1215	unknown
1485	CTAG1B	1216	protein-coding
1486	CTBS	1217	protein-coding
1487	CTBP1	1218	protein-coding
1488	CTBP2	1219	protein-coding
1489	CTF1	1220	protein-coding
1490	CCN2	1221	protein-coding
1491	CTH	1222	protein-coding
1493	CTLA4	1223	protein-coding
1495	CTNNA1	1224	protein-coding
1496	CTNNA2	1225	protein-coding
1497	CTNS	1226	protein-coding
1498	CTNNA1P1	1227	pseudo
1499	CTNNB1	1228	protein-coding
1500	CTNND1	1229	protein-coding
1501	CTNND2	1230	protein-coding
1503	CTPS1	1231	protein-coding
1504	CTRB1	1232	protein-coding
1506	CTRL	1233	protein-coding
1508	CTSB	1234	protein-coding
1509	CTSD	1235	protein-coding
1510	CTSE	1236	protein-coding
1511	CTSG	1237	protein-coding
1512	CTSH	1238	protein-coding
1513	CTSK	1239	protein-coding
1514	CTSL	1240	protein-coding
1515	CTSV	1241	protein-coding
1517	CTSLP2	1242	pseudo
1518	CTSLP8	1243	pseudo
1519	CTSO	1244	protein-coding
1520	CTSS	1245	protein-coding
1521	CTSW	1246	protein-coding
1522	CTSZ	1247	protein-coding
1523	CUX1	1248	protein-coding
1524	CX3CR1	1249	protein-coding
1525	CXADR	1250	protein-coding
1526	CXB3S	1251	unknown
1527	TEX28	1252	protein-coding
1528	CYB5A	1253	protein-coding
1531	CYB5AP3	1254	pseudo
1532	CYB5AP4	1255	pseudo
1534	CYB561	1256	protein-coding
1535	CYBA	1257	protein-coding
1536	CYBB	1258	protein-coding
1537	CYC1	1259	protein-coding
1538	CYLC1	1260	protein-coding
1539	CYLC2	1261	protein-coding
1540	CYLD	1262	protein-coding
1541	CYMD	1263	unknown
1543	CYP1A1	1264	protein-coding
1544	CYP1A2	1265	protein-coding
1545	CYP1B1	1266	protein-coding
1548	CYP2A6	1267	protein-coding
1549	CYP2A7	1268	protein-coding
1550	CYP2A7P1	1269	pseudo
1551	CYP3A7	1270	protein-coding
1553	CYP2A13	1271	protein-coding
1555	CYP2B6	1272	protein-coding
1556	CYP2B7P	1273	pseudo
1557	CYP2C19	1274	protein-coding
1558	CYP2C8	1275	protein-coding
1559	CYP2C9	1276	protein-coding
1562	CYP2C18	1277	protein-coding
1564	CYP2D7	1278	protein-coding
1565	CYP2D6	1279	protein-coding
1566	CYP2D7BP	41521	pseudo
1568	CYP2D8P	1280	pseudo
1571	CYP2E1	1281	protein-coding
1572	CYP2F1	1282	protein-coding
1573	CYP2J2	1283	protein-coding
1576	CYP3A4	1284	protein-coding
1577	CYP3A5	1285	protein-coding
1578	CYP3A51P	1286	pseudo
1579	CYP4A11	1287	protein-coding
1580	CYP4B1	1288	protein-coding
1581	CYP7A1	1289	protein-coding
1582	CYP8B1	1290	protein-coding
1583	CYP11A1	1291	protein-coding
1584	CYP11B1	1292	protein-coding
1585	CYP11B2	1293	protein-coding
1586	CYP17A1	1294	protein-coding
1587	ADAM3A	1295	pseudo
1588	CYP19A1	1296	protein-coding
1589	CYP21A2	1297	protein-coding
1590	CYP21A1P	1298	pseudo
1591	CYP24A1	1299	protein-coding
1592	CYP26A1	1300	protein-coding
1593	CYP27A1	1301	protein-coding
1594	CYP27B1	1302	protein-coding
1595	CYP51A1	1303	protein-coding
1596	ADAM3B	1304	pseudo
1600	DAB1	1305	protein-coding
1601	DAB2	1306	protein-coding
1602	DACH1	1307	protein-coding
1603	DAD1	1308	protein-coding
1604	CD55	1309	protein-coding
1605	DAG1	1310	protein-coding
1606	DGKA	1311	protein-coding
1607	DGKB	1312	protein-coding
1608	DGKG	1313	protein-coding
1609	DGKQ	1314	protein-coding
1610	DAO	1315	protein-coding
1611	DAP	1316	protein-coding
1612	DAPK1	1317	protein-coding
1613	DAPK3	1318	protein-coding
1615	DARS	1319	protein-coding
1616	DAXX	1320	protein-coding
1617	DAZ1	1321	protein-coding
1618	DAZL	1322	protein-coding
1620	BRINP1	1323	protein-coding
1621	DBH	1324	protein-coding
1622	DBI	1325	protein-coding
1623	DBIP2	1326	pseudo
1624	DBIP1	1327	pseudo
1627	DBN1	1328	protein-coding
1628	DBP	1329	protein-coding
1629	DBT	1330	protein-coding
1630	DCC	1331	protein-coding
1632	ECI1	1332	protein-coding
1633	DCK	1333	protein-coding
1634	DCN	1334	protein-coding
1635	DCTD	1335	protein-coding
1636	ACE	1336	protein-coding
1637	DCR	1337	other
1638	DCT	1338	protein-coding
1639	DCTN1	1339	protein-coding
1641	DCX	1340	protein-coding
1642	DDB1	1341	protein-coding
1643	DDB2	1342	protein-coding
1644	DDC	1343	protein-coding
1645	AKR1C1	1344	protein-coding
1646	AKR1C2	1345	protein-coding
1647	GADD45A	1346	protein-coding
1648	GADD45AP1	1347	pseudo
1649	DDIT3	1348	protein-coding
1650	DDOST	1349	protein-coding
1652	DDT	1350	protein-coding
1653	DDX1	1351	protein-coding
1654	DDX3X	1352	protein-coding
1655	DDX5	1353	protein-coding
1656	DDX6	1354	protein-coding
1657	DMXL1	1355	protein-coding
1659	DHX8	1356	protein-coding
1660	DHX9	1357	protein-coding
1661	DHX9P1	1358	pseudo
1662	DDX10	1359	protein-coding
1663	DDX11	1360	protein-coding
1665	DHX15	1361	protein-coding
1666	DECR1	1362	protein-coding
1667	DEFA1	1363	protein-coding
1668	DEFA3	1364	protein-coding
1669	DEFA4	1365	protein-coding
1670	DEFA5	1366	protein-coding
1671	DEFA6	1367	protein-coding
1672	DEFB1	1368	protein-coding
1673	DEFB4A	1369	protein-coding
1674	DES	1370	protein-coding
1675	CFD	1371	protein-coding
1676	DFFA	1372	protein-coding
1677	DFFB	1373	protein-coding
1678	TIMM8A	1374	protein-coding
1680	DFNX3	1375	unknown
1681	DFN5	1376	unknown
1684	DFN8	1377	unknown
1687	GSDME	1378	protein-coding
1689	DFNA7	1379	unknown
1690	COCH	1380	protein-coding
1694	DFNA16	1381	unknown
1696	DFNA19	1382	unknown
1697	DFNB5	1383	unknown
1705	DFNB13	1384	unknown
1706	DFNB14	1385	unknown
1709	DFNB17	1386	unknown
1712	DFNB19	1387	unknown
1713	DFNB20	1388	unknown
1714	DGCR	1389	other
1716	DGUOK	1390	protein-coding
1717	DHCR7	1391	protein-coding
1718	DHCR24	1392	protein-coding
1719	DHFR	1393	protein-coding
1720	DHFRP3	1394	pseudo
1723	DHODH	1395	protein-coding
1725	DHPS	1396	protein-coding
1727	CYB5R3	1397	protein-coding
1728	NQO1	1398	protein-coding
1729	DIAPH1	1399	protein-coding
1730	DIAPH2	1400	protein-coding
1731	SEPT1	1401	protein-coding
1732	DIH1	1402	unknown
1733	DIO1	1403	protein-coding
1734	DIO2	1404	protein-coding
1735	DIO3	1405	protein-coding
1736	DKC1	1406	protein-coding
1737	DLAT	1407	protein-coding
1738	DLD	1408	protein-coding
1739	DLG1	1409	protein-coding
1740	DLG2	1410	protein-coding
1741	DLG3	1411	protein-coding
1742	DLG4	1412	protein-coding
1743	DLST	1413	protein-coding
1744	DLSTP1	1414	pseudo
1745	DLX1	1415	protein-coding
1746	DLX2	1416	protein-coding
1747	DLX3	1417	protein-coding
1748	DLX4	1418	protein-coding
1749	DLX5	1419	protein-coding
1750	DLX6	1420	protein-coding
1755	DMBT1	1421	protein-coding
1756	DMD	1422	protein-coding
1757	SARDH	1423	protein-coding
1758	DMP1	1424	protein-coding
1759	DNM1	1425	protein-coding
1760	DMPK	1426	protein-coding
1761	DMRT1	1427	protein-coding
1762	DMWD	1428	protein-coding
1763	DNA2	1429	protein-coding
1767	DNAH5	1430	protein-coding
1768	DNAH6	1431	protein-coding
1769	DNAH8	1432	protein-coding
1770	DNAH9	1433	protein-coding
1773	DNASE1	1434	protein-coding
1774	DNASE1L1	1435	protein-coding
1775	DNASE1L2	1436	protein-coding
1776	DNASE1L3	1437	protein-coding
1777	DNASE2	1438	protein-coding
1778	DYNC1H1	1439	protein-coding
1780	DYNC1I1	1440	protein-coding
1781	DYNC1I2	1441	protein-coding
1783	DYNC1LI2	1442	protein-coding
1784	DNCM	41522	other
1785	DNM2	1443	protein-coding
1786	DNMT1	1444	protein-coding
1787	TRDMT1	1445	protein-coding
1788	DNMT3A	1446	protein-coding
1789	DNMT3B	1447	protein-coding
1791	DNTT	1448	protein-coding
1793	DOCK1	1449	protein-coding
1794	DOCK2	1450	protein-coding
1795	DOCK3	1451	protein-coding
1796	DOK1	1452	protein-coding
1797	DXO	1453	protein-coding
1798	DPAGT1	1454	protein-coding
1800	DPEP1	1455	protein-coding
1801	DPH1	1456	protein-coding
1802	DPH2	1457	protein-coding
1803	DPP4	1458	protein-coding
1804	DPP6	1459	protein-coding
1805	DPT	1460	protein-coding
1806	DPYD	1461	protein-coding
1807	DPYS	1462	protein-coding
1808	DPYSL2	1463	protein-coding
1809	DPYSL3	1464	protein-coding
1810	DR1	1465	protein-coding
1811	SLC26A3	1466	protein-coding
1812	DRD1	1467	protein-coding
1813	DRD2	1468	protein-coding
1814	DRD3	1469	protein-coding
1815	DRD4	1470	protein-coding
1816	DRD5	1471	protein-coding
1817	DRD5P1	1472	pseudo
1818	DRD5P2	1473	pseudo
1819	DRG2	1474	protein-coding
1820	ARID3A	1475	protein-coding
1821	DRP2	1476	protein-coding
1822	ATN1	1477	protein-coding
1823	DSC1	1478	protein-coding
1824	DSC2	1479	protein-coding
1825	DSC3	1480	protein-coding
1826	DSCAM	1481	protein-coding
1827	RCAN1	1482	protein-coding
1828	DSG1	1483	protein-coding
1829	DSG2	1484	protein-coding
1830	DSG3	1485	protein-coding
1831	TSC22D3	1486	protein-coding
1832	DSP	1487	protein-coding
1833	EPYC	1488	protein-coding
1834	DSPP	1489	protein-coding
1836	SLC26A2	1490	protein-coding
1837	DTNA	1491	protein-coding
1838	DTNB	1492	protein-coding
1839	HBEGF	1493	protein-coding
1840	DTX1	1494	protein-coding
1841	DTYMK	1495	protein-coding
1842	ECM2	1496	protein-coding
1843	DUSP1	1497	protein-coding
1844	DUSP2	1498	protein-coding
1845	DUSP3	1499	protein-coding
1846	DUSP4	1500	protein-coding
1847	DUSP5	1501	protein-coding
1848	DUSP6	1502	protein-coding
1849	DUSP7	1503	protein-coding
1850	DUSP8	1504	protein-coding
1852	DUSP9	1505	protein-coding
1854	DUT	1506	protein-coding
1855	DVL1	1507	protein-coding
1856	DVL2	1508	protein-coding
1857	DVL3	1509	protein-coding
1858	DWS	1510	unknown
1859	DYRK1A	1511	protein-coding
1861	TOR1A	1512	protein-coding
1862	DYT2	1513	unknown
1866	DYT7	1514	unknown
1867	DYX1	1515	unknown
1869	E2F1	1516	protein-coding
1870	E2F2	1517	protein-coding
1871	E2F3	1518	protein-coding
1872	E2F3P1	1519	pseudo
1874	E2F4	1520	protein-coding
1875	E2F5	1521	protein-coding
1876	E2F6	1522	protein-coding
1877	E4F1	1523	protein-coding
1878	E11S	1524	unknown
1879	EBF1	1525	protein-coding
1880	GPR183	1526	protein-coding
1881	EBM	1527	unknown
1884	EBR3	1528	unknown
1885	EBR4	1529	unknown
1888	EBVS1	1530	other
1889	ECE1	1531	protein-coding
1890	TYMP	1532	protein-coding
1891	ECH1	1533	protein-coding
1892	ECHS1	1534	protein-coding
1893	ECM1	1535	protein-coding
1894	ECT2	1536	protein-coding
1896	EDA	1537	protein-coding
1901	S1PR1	1538	protein-coding
1902	LPAR1	1539	protein-coding
1903	S1PR3	1540	protein-coding
1906	EDN1	1541	protein-coding
1907	EDN2	1542	protein-coding
1908	EDN3	1543	protein-coding
1909	EDNRA	1544	protein-coding
1910	EDNRB	1545	protein-coding
1911	PHC1	1546	protein-coding
1912	PHC2	1547	protein-coding
1913	EEC1	1548	unknown
1914	EEC2	1549	unknown
1915	EEF1A1	1550	protein-coding
1917	EEF1A2	1551	protein-coding
1918	EEF1A1P43	1552	pseudo
1932	EEF1B2P1	1553	pseudo
1933	EEF1B2	1554	protein-coding
1934	EEF1B2P2	1555	pseudo
1936	EEF1D	1556	protein-coding
1937	EEF1G	1557	protein-coding
1938	EEF2	1558	protein-coding
1939	EIF2D	1559	protein-coding
1940	EEGV1	1560	unknown
1942	EFNA1	1561	protein-coding
1943	EFNA2	1562	protein-coding
1944	EFNA3	1563	protein-coding
1945	EFNA4	1564	protein-coding
1946	EFNA5	1565	protein-coding
1947	EFNB1	1566	protein-coding
1948	EFNB2	1567	protein-coding
1949	EFNB3	1568	protein-coding
1950	EGF	1569	protein-coding
